,CREATEDAT,CURRENCY,CUSTOMER,DOCNUM,DOCTYPE,EXCHRATE,GRANDTOTAL,MATERIAL,QUANTITY,SALDEPT
4033,04.02.2016 13:57:59,AED,300175,50-16020142,RI,1.0,270.71,DG044010160101-00575-0125,1,27
4034,04.02.2016 13:57:59,AED,300175,50-16020142,RI,1.0,307.58,DG044010080101-00458-0100,1,27
4035,04.02.2016 13:57:59,AED,300175,50-16020142,RI,1.0,422.7,GI033010510101-00026-0075,1,27
4036,04.02.2016 13:57:59,AED,300175,50-16020142,RI,1.0,0.02,CA364020020117-00001-0050,2,27
4037,04.02.2016 13:57:59,AED,300175,50-16020142,RI,1.0,0.02,ZZ950016780101-00001-0002,2,27
4038,04.02.2016 17:34:53,AED,300175,50-16020147,RI,1.0,100.0,CK066010060101-00086-0200,1,27
4039,04.02.2016 18:16:58,AED,300175,50-16020149,RI,1.0,100.0,CK066010160101-00026-0100,1,23
4040,04.02.2016 18:16:58,AED,300175,50-16020149,RI,1.0,170.0,CK066010130101-00006-0100,2,23
4041,04.02.2016 18:27:23,AED,300175,50-16020137,RI,1.0,0.02,CA364020020116-00001-0050,2,23
4042,04.02.2016 21:13:43,AED,300175,50-16020163,RI,1.0,220.0,GU022010150301-00369-0090,1,27
4043,12.01.2016 21:36:34,AED,300183,50-16010115,RC,1.0,0.01,CA364020020116-00001-0050,1,25
4044,13.01.2016 11:25:51,AED,300175,50-16010618,RI,1.0,129.0,GI033010210101-00080-0050,1,23
4045,13.01.2016 12:20:51,AED,300175,50-16010620,RI,1.0,203.7,KE033010110101-00026-0100,1,26
4046,13.01.2016 12:20:51,AED,300175,50-16010620,RI,1.0,0.01,CA364020020106-00001-0050,1,26
4047,13.01.2016 12:58:48,AED,300175,50-16010623,RI,1.0,64.39,GU160010010101-00026-0075,1,23
4048,13.01.2016 12:58:48,AED,300175,50-16010623,RI,1.0,107.06,MO044010130101-00017-0100,1,23
4049,13.01.2016 12:58:48,AED,300175,50-16010623,RI,1.0,260.55,MO044010040201-00006-0100,2,23
4050,13.01.2016 12:58:48,AED,300175,50-16010623,RI,1.0,0.02,CA364020020116-00001-0050,2,23
4051,13.01.2016 18:49:50,AED,300175,50-16010635,RI,1.0,186.0,GI033010460301-00080-0100,1,26
4052,13.01.2016 19:10:06,AED,300175,50-16010638,RI,1.0,39.0,VS144010061701-01025-0250,1,27
4053,18.01.2016 22:29:18,AED,300175,50-16010921,RI,1.0,113.0,GU025010560101-00041-0080,1,26
4054,19.01.2016 11:56:18,USD,300175,50-16010926,RI,3.66,110.0,CH022010350301-00006-0100,1,19
4055,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,272.69,CH033010110203-00080-0100,1,23
4056,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,348.6,TT162010040101-00782-0100,1,23
4057,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,72.67,JO077010030101-00080-0125,1,23
4058,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,258.46,DG044010080101-00458-0100,1,23
4059,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,147.58,TM044010030102-00080-0050,1,23
4060,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,0.01,CA364020020111-00001-0050,1,23
4061,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,0.01,CA364020020117-00001-0050,1,23
4062,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,0.01,CA364020020113-00001-0050,1,23
4063,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,0.01,CA364020020106-00001-0050,1,23
4064,19.01.2016 13:23:47,AED,300175,50-16010930,RI,1.0,0.01,CA364020020103-00001-0050,1,23
4065,27.01.2016 21:54:51,AED,300183,50-16010255,RC,1.0,210.0,AR144010010101-00080-0110,2,23
4066,28.01.2016 12:47:51,AED,300175,50-16011313,RI,1.0,271.36,BU033010070101-00026-0050,2,23
4067,28.01.2016 12:47:51,AED,300175,50-16011313,RI,1.0,680.65,BU033010070101-00026-0100,4,23
4068,28.01.2016 12:47:51,AED,300175,50-16011313,RI,1.0,0.01,CA364020020107-00001-0050,2,23
4069,28.01.2016 12:47:51,AED,300175,50-16011313,RI,1.0,0.01,CA364020020113-00001-0050,2,23
4070,13.01.2016 19:53:39,AED,300175,50-16010639,RI,1.0,0.01,CA364020020112-00001-0050,1,23
4071,13.01.2016 19:53:39,AED,300175,50-16010639,RI,1.0,0.01,CA364020020116-00001-0050,1,23
4072,18.01.2016 22:06:39,AED,300175,50-16010919,RI,1.0,227.25,VE044010330101-01254-0100,1,25
4073,18.01.2016 22:36:16,AED,300175,50-16010922,RI,1.0,129.75,CK066010110101-00026-0100,1,26
4074,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,245.16,DG044010080101-00458-0100,1,19
4075,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,162.02,GI033010370101-00081-0100,1,19
4076,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,198.97,GU022010150301-00006-0075,1,19
4077,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,105.88,DU055010060301-00080-0100,1,19
4078,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,149.23,KE033010080101-00081-0100,1,19
4079,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,61.59,JA166010070201-00080-0100,1,19
4080,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,176.94,GU022010150301-00369-0090,1,19
4081,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,100.2,FE155010120201-01270-0125,1,19
4082,19.01.2016 13:34:21,AED,300175,50-16010931,RI,1.0,0.01,ZZ950503030201-00003-0000,1,19
4083,27.01.2016 18:05:46,AED,300183,50-16010251,RC,1.0,149.0,LA055010240101-00081-0100,1,23
4084,27.01.2016 18:30:52,AED,300175,50-16011287,RI,1.0,0.01,CA364020020116-00001-0050,1,26
4085,27.01.2016 18:30:52,AED,300175,50-16011287,RI,1.0,0.01,CA364020020112-00001-0050,1,26
4086,27.01.2016 18:30:52,AED,300175,50-16011287,RI,1.0,129.65,CK066010110101-00026-0100,1,26
4087,27.01.2016 18:30:52,AED,300175,50-16011287,RI,1.0,140.15,EA044010060101-00006-0100,1,26
4088,27.01.2016 18:30:52,AED,300175,50-16011287,RI,1.0,65.2,GU160010010101-00026-0075,1,26
4089,27.01.2016 18:30:52,AED,300175,50-16011287,RI,1.0,0.01,CA364020020117-00001-0050,1,26
4090,27.01.2016 20:55:15,AED,300183,50-16010254,RC,1.0,203.99,GI033010110101-00006-0100,1,23
4091,27.01.2016 20:55:15,AED,300183,50-16010254,RC,1.0,0.01,CA364020020106-00001-0050,1,23
4092,28.01.2016 12:06:58,AED,300183,50-16010257,RC,1.0,61.19,PR030010060101-00036-0031,1,25
4093,28.01.2016 12:06:58,AED,300183,50-16010257,RC,1.0,111.58,IM044010020701-00006-0050,1,25
4094,28.01.2016 12:06:58,AED,300183,50-16010257,RC,1.0,101.23,TM044010120102-00676-0010,1,25
4095,05.02.2016 17:11:43,AED,300175,50-16020171,RI,1.0,370.0,CH022010330401-00080-0100,1,27
4096,05.02.2016 18:29:43,AED,300175,50-16020180,RI,1.0,420.9,CH022010370101-00102-0100,1,27
4097,05.02.2016 19:26:27,AED,300175,50-16020190,RI,1.0,260.0,PR033010170101-00080-0100,1,27
4098,05.02.2016 19:26:27,AED,300175,50-16020190,RI,1.0,0.01,CA364020020113-00001-0050,1,27
4099,05.02.2016 19:43:53,AED,300175,50-16020194,RI,1.0,470.0,CH022010050101-00026-0100,1,27
4100,05.02.2016 20:14:15,AED,300175,50-16020201,RI,1.0,130.0,ZI179010020101-00092-0100,1,25
4101,05.02.2016 20:10:47,AED,300175,50-16020199,RI,1.0,300.0,CH022010350301-00006-0050,1,27
4102,05.02.2016 20:10:47,AED,300175,50-16020199,RI,1.0,0.01,CA364020020113-00001-0050,1,27
4103,05.02.2016 20:46:47,AED,300175,50-16020204,RI,1.0,215.0,LA055010220602-00080-0175,1,25
4104,05.02.2016 20:46:47,AED,300175,50-16020204,RI,1.0,150.0,VS144010710101-00026-0050,1,25
4105,14.02.2016 12:37:47,AED,300175,50-16020588,RI,1.0,75.0,SD152010250201-00006-0100,1,26
4106,14.02.2016 13:40:10,AED,300183,50-16020113,RC,1.0,300.0,PR033010140101-00093-0100,2,19
4107,14.02.2016 15:32:03,AED,300175,50-16020595,RI,1.0,90.0,AB152010040101-00006-0100,1,23
4108,10.01.2016 21:53:34,USD,300175,50-16010496,RI,3.66,115.0,TB176010020102-00462-0100,1,20
4109,10.01.2016 21:53:34,USD,300175,50-16010496,RI,3.66,0.01,CA364020020109-00001-0050,1,20
4110,10.01.2016 22:32:30,AED,300175,50-16010501,RI,1.0,156.75,PD035010020101-00080-0120,1,20
4111,10.01.2016 22:32:30,AED,300175,50-16010501,RI,1.0,121.5,EA052010100101-00082-0125,1,20
4112,17.01.2016 20:52:58,USD,300175,50-16010870,RI,3.66,68.0,MA145010140201-00149-0120,1,25
4113,17.01.2016 21:33:54,AED,300175,50-16010875,RI,1.0,50.0,OA474010060101-00102-0100,1,25
4114,18.01.2016 13:30:24,AED,300175,50-16010883,RI,1.0,360.0,CD022010200101-00006-0100,1,20
4115,18.01.2016 13:30:24,AED,300175,50-16010883,RI,1.0,0.01,CA364020020105-00001-0050,1,20
4116,18.01.2016 19:05:18,AED,300175,50-16010907,RI,1.0,167.25,HB033010150101-00080-0125,1,19
4117,18.01.2016 19:06:37,AED,300175,50-16010908,RI,1.0,156.75,JC033010040101-00080-0100,1,19
4118,24.01.2016 13:58:38,AED,300175,50-16011148,RI,1.0,80.0,BS244010030101-00026-0050,1,27
4119,24.01.2016 15:23:45,AED,300175,50-16011151,RI,1.0,150.0,GA033010200101-00006-0050,1,27
4120,24.01.2016 17:48:17,AED,300183,50-16010230,RC,1.0,171.0,ES044010340101-00026-0075,1,23
4121,24.01.2016 17:48:17,AED,300183,50-16010230,RC,1.0,39.0,VS144010060301-01025-0250,1,23
4122,24.01.2016 19:18:49,AED,300175,50-16011160,RI,1.0,275.0,FE022010100101-01207-0075,1,19
4123,24.01.2016 19:18:49,AED,300175,50-16011160,RI,1.0,0.01,CA364020020117-00001-0050,1,19
4124,25.01.2016 13:46:48,AED,300175,50-16011179,RI,1.0,490.0,SH440010020202-00102-0080,1,27
4125,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,433.41,VE044010250101-00253-0090,2,19
4126,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,215.21,VE044010290101-01211-0100,1,19
4127,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,272.2,DG044010160101-01090-0125,1,19
4128,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,213.71,DG044010080101-00536-0100,1,19
4129,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,253.45,HB033010300101-01227-0100,1,19
4130,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,260.95,GU022010160101-00780-0075,1,19
4131,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,296.19,PR033010140101-01010-0100,1,19
4132,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,0.01,ZZ950504610201-00001-0000,1,19
4133,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,0.01,ZZ950507190101-00001-0000,1,19
4134,28.01.2016 13:12:38,AED,300183,50-16010259,RC,1.0,0.01,ZZ950501730201-00001-0000,1,19
4135,05.02.2016 17:30:12,AED,300183,50-16020046,RC,1.0,175.0,HB033010070101-00080-0100,1,26
4136,05.02.2016 18:52:42,AED,300183,50-16020049,RC,1.0,230.0,CK066010110101-01328-0100,1,25
4137,05.02.2016 18:52:42,AED,300183,50-16020049,RC,1.0,270.0,DG044010080101-00458-0100,1,25
4138,05.02.2016 18:52:42,AED,300183,50-16020049,RC,1.0,150.0,BV022010100101-00080-0100,1,25
4139,05.02.2016 18:52:42,AED,300183,50-16020049,RC,1.0,0.01,ZZ950501330301-00002-0000,1,25
4140,05.02.2016 19:31:18,AED,300175,50-16020192,RI,1.0,245.0,NR033010330101-00026-0080,1,26
4141,05.02.2016 19:31:18,AED,300175,50-16020192,RI,1.0,150.0,BU033010060101-00086-0100,1,26
4142,05.02.2016 19:31:18,AED,300175,50-16020192,RI,1.0,270.0,TR044010040201-00198-0100,1,26
4143,05.02.2016 19:31:18,AED,300175,50-16020192,RI,1.0,310.0,VE044010330101-01215-0100,1,26
4144,18.01.2016 18:53:34,AED,300175,50-16010906,RI,1.0,204.75,CH033010051001-00080-0100,1,25
4145,18.01.2016 18:53:34,AED,300175,50-16010906,RI,1.0,0.01,ZZ950503030101-00001-0000,1,25
4146,24.01.2016 12:44:24,AED,300175,50-16011147,RI,1.0,242.25,FE022010100101-00026-0075,1,25
4147,24.01.2016 12:44:24,AED,300175,50-16011147,RI,1.0,0.02,CA364020020104-00001-0050,2,25
4148,24.01.2016 12:44:24,AED,300175,50-16011147,RI,1.0,0.01,CA364020020117-00001-0050,1,25
4149,25.01.2016 11:05:55,AED,300175,50-16011171,RI,1.0,35.0,BA493010030301-01097-0000,1,19
4150,25.01.2016 11:05:55,AED,300175,50-16011171,RI,1.0,35.0,BA493010030201-01097-0000,1,19
4151,25.01.2016 11:05:55,AED,300175,50-16011171,RI,1.0,35.0,BA493010030401-01097-0000,1,19
4152,25.01.2016 11:05:55,AED,300175,50-16011171,RI,1.0,45.0,MA492010010101-01084-000S,3,19
4153,25.01.2016 12:22:32,AED,300175,50-16011172,RI,1.0,165.75,HB033010070501-00080-0100,1,19
4154,25.01.2016 13:23:49,AED,300175,50-16011177,RI,1.0,78.0,DA055010030201-00006-0100,1,26
4155,25.01.2016 13:43:22,USD,300175,50-16011178,RI,3.66,40.0,BA155010070101-00093-0090,1,19
4156,25.01.2016 13:43:22,USD,300175,50-16011178,RI,3.66,30.0,MO044010090101-00017-0100,1,19
4157,25.01.2016 15:48:48,AED,300175,50-16011187,RI,1.0,75.0,TH155010020601-00006-0100,1,21
4158,25.01.2016 15:44:36,AED,300175,50-16011186,RI,1.0,362.5,CD022010020102-00026-0100,1,19
4159,25.01.2016 15:44:36,AED,300175,50-16011186,RI,1.0,207.5,GI033010250101-00026-0075,1,19
4160,03.02.2016 21:05:33,AED,300175,50-16020123,RI,1.0,250.0,GA033010110101-00007-0075,1,25
4161,03.02.2016 21:25:10,AED,300175,50-16020126,RI,1.0,20.0,CA364020020103-00001-0050,2,27
4162,03.02.2016 21:25:10,AED,300175,50-16020126,RI,1.0,10.0,CA364020020115-00001-0050,1,27
4163,04.02.2016 12:27:33,AED,300183,50-16020037,RC,1.0,265.0,CH022010370101-00081-0050,1,26
4164,04.02.2016 12:27:33,AED,300183,50-16020037,RC,1.0,90.0,HB033010300101-00131-0150,1,26
4165,04.02.2016 12:27:33,AED,300183,50-16020037,RC,1.0,0.01,CA364020020105-00001-0050,1,26
4166,04.02.2016 13:56:27,AED,300175,50-16020140,RI,1.0,340.0,TF022010090101-00102-0100,1,26
4167,04.02.2016 13:56:27,AED,300175,50-16020140,RI,1.0,300.0,YS033010220101-00026-0090,1,26
4168,04.02.2016 13:56:27,AED,300175,50-16020140,RI,1.0,0.01,ZZ950503030301-00001-0000,1,26
4169,04.02.2016 13:56:27,AED,300175,50-16020140,RI,1.0,180.0,LA044010230101-00026-0100,1,26
4170,04.02.2016 17:47:28,AED,300183,50-16020039,RC,1.0,268.0,NR030010020101-00006-0100,1,19
4171,04.02.2016 18:19:16,AED,300175,50-16020150,RI,1.0,300.0,GA033010110101-00081-0125,1,26
4172,04.02.2016 18:19:16,AED,300175,50-16020150,RI,1.0,47.0,VS144010062301-00057-0250,1,26
4173,04.02.2016 18:19:16,AED,300175,50-16020150,RI,1.0,0.01,CA364020020117-00001-0050,1,26
4174,04.02.2016 19:13:52,AED,300175,50-16020157,RI,1.0,384.0,GA033010220102-00026-0100,1,19
4175,04.02.2016 20:02:50,AED,300175,50-16020162,RI,1.0,228.0,PR033010150101-00080-0100,1,27
4176,13.02.2016 16:35:30,AED,300175,50-16020543,RI,1.0,340.0,YS033010320101-00026-0050,1,19
4177,13.02.2016 18:11:24,AED,300175,50-16020546,RI,1.0,143.25,DG044010020101-00080-0075,1,25
4178,13.02.2016 18:11:24,AED,300175,50-16020546,RI,1.0,245.25,VR044010050101-00081-0090,1,25
4179,13.02.2016 18:11:24,AED,300175,50-16020546,RI,1.0,128.25,IM044010020601-00080-0075,1,25
4180,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,400.0,CR065010510101-00102-0120,2,25
4181,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,230.0,CH022010350301-00006-0150,2,25
4182,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,110.0,BU033010140101-00026-0090,2,25
4183,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,42.0,DG044010060101-00006-0100,1,25
4184,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,39.0,VE044010280101-00026-0100,1,25
4185,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,36.0,LA033010360101-00081-0100,1,25
4186,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,41.0,LA055010220804-00006-0090,1,25
4187,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,102.0,VE044010330101-00029-0100,2,25
4188,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,85.0,GA033010220101-00454-0100,1,25
4189,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,39.0,GU022010130101-00081-0090,1,25
4190,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,49.0,GU022010130101-00026-0075,1,25
4191,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,42.0,CH033010050101-00080-0100,1,25
4192,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,80.0,VE044010270201-00026-0090,2,25
4193,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,315.0,AF476010100101-00575-0100,15,25
4194,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,240.0,CH022010310201-00026-0100,2,25
4195,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,140.0,SH440010030301-00579-0100,1,25
4196,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,115.0,SH440010020202-00102-0080,1,25
4197,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,164.0,VE044010240201-01190-0100,4,25
4198,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,58.0,VE044010270201-00026-0050,2,25
4199,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,100.0,CH022010350401-00006-0100,1,25
4200,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,216.0,CH022010350201-00006-0150,2,25
4201,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,0.01,ZZ950504610201-00001-0000,1,25
4202,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,0.01,ZZ950503030101-00001-0000,1,25
4203,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,0.01,ZZ950507190101-00001-0000,1,25
4204,11.02.2016 22:10:54,USD,300175,50-16020499,RI,3.66,0.02,ZZ950501330201-00001-0000,2,25
4205,11.02.2016 22:10:55,USD,300175,50-16020499,RI,3.66,0.01,ZZ950501730201-00001-0000,1,25
4206,11.02.2016 22:10:55,USD,300175,50-16020499,RI,3.66,0.01,ZZ950503030201-00003-0000,1,25
4207,11.02.2016 22:29:26,USD,300175,50-16020501,RI,3.66,270.0,DG044010120901-01196-0150,1,27
4208,10.01.2016 21:48:50,AED,300175,50-16010495,RI,1.0,335.0,TF022010090101-00102-0100,1,33
4209,10.01.2016 21:48:50,AED,300175,50-16010495,RI,1.0,0.01,CA364020020117-00001-0050,1,33
4210,10.01.2016 22:07:52,AED,300175,50-16010498,RI,1.0,99.75,DA055010032501-00080-0075,1,20
4211,17.01.2016 20:54:40,AED,300175,50-16010871,RI,1.0,370.0,CD022010200101-00026-0075,1,23
4212,17.01.2016 20:54:40,AED,300175,50-16010871,RI,1.0,0.01,CA364020020107-00001-0050,1,23
4213,17.01.2016 20:54:40,AED,300175,50-16010871,RI,1.0,0.01,CA364020020106-00001-0050,1,23
4214,18.01.2016 12:26:37,AED,300175,50-16010882,RI,1.0,299.25,LA022010390101-00026-0100,1,25
4215,18.01.2016 12:26:37,AED,300175,50-16010882,RI,1.0,0.01,CA364020020117-00001-0050,1,25
4216,18.01.2016 13:53:09,AED,300175,50-16010885,RI,1.0,155.25,LA055010220401-00081-0100,1,19
4217,18.01.2016 13:53:09,AED,300175,50-16010885,RI,1.0,177.0,HB033010070201-01234-0100,1,19
4218,18.01.2016 13:53:09,AED,300175,50-16010885,RI,1.0,0.01,CA364020020106-00001-0050,1,19
4219,18.01.2016 15:31:50,AED,300175,50-16010892,RI,1.0,58.2,SD152010250201-00006-0100,1,19
4220,24.01.2016 15:16:09,AED,300175,50-16011149,RI,1.0,240.0,AF476010100101-00575-0100,2,23
4221,24.01.2016 15:19:55,USD,300175,50-16011150,RI,3.66,240.0,CR065010510101-00102-0120,1,23
4222,24.01.2016 15:19:55,USD,300175,50-16011150,RI,3.66,0.01,ZZ950507190101-00002-0000,1,23
4223,24.01.2016 17:21:38,AED,300175,50-16011153,RI,1.0,64.8,JA166010070201-00080-0100,1,26
4224,24.01.2016 17:21:38,AED,300175,50-16011153,RI,1.0,51.3,JA166010070101-00080-0100,1,26
4225,24.01.2016 17:35:23,AED,300175,50-16011155,RI,1.0,10.0,CA364020020108-00001-0050,1,27
4226,24.01.2016 17:35:23,AED,300175,50-16011155,RI,1.0,10.0,CA364020020118-00001-0050,1,27
4227,24.01.2016 19:26:38,AED,300175,50-16011161,RI,1.0,177.0,VE044010330101-00080-0100,1,23
4228,24.01.2016 19:26:38,AED,300175,50-16011161,RI,1.0,0.01,CA364020020117-00001-0050,1,23
4229,24.01.2016 20:47:07,AED,300175,50-16011164,RI,1.0,90.75,CK066010040501-00026-0100,1,23
4230,24.01.2016 20:47:07,AED,300175,50-16011164,RI,1.0,227.25,KE033010110101-00026-0100,1,23
4231,24.01.2016 20:47:07,AED,300175,50-16011164,RI,1.0,356.0,CD022010190101-00006-0100,1,23
4232,24.01.2016 20:47:07,AED,300175,50-16011164,RI,1.0,520.0,CH022010330201-00026-0100,1,23
4233,24.01.2016 20:47:07,AED,300175,50-16011164,RI,1.0,341.25,YS033010320101-00026-0090,1,23
4234,24.01.2016 20:47:07,AED,300175,50-16011164,RI,1.0,129.75,CK066010110101-00026-0100,1,23
4235,28.01.2016 12:47:51,AED,300175,50-16011313,RI,1.0,0.01,ZZ950016780101-00001-0002,1,23
4236,04.02.2016 22:47:54,AED,300175,50-16020168,RI,1.0,550.0,CH022010310301-00026-0100,1,27
4237,04.02.2016 22:47:54,AED,300175,50-16020168,RI,1.0,0.01,CA364020020107-00001-0050,1,27
4238,04.02.2016 22:47:54,AED,300175,50-16020168,RI,1.0,0.01,CA364020020117-00001-0050,1,27
4239,05.02.2016 16:21:57,AED,300175,50-16020169,RI,1.0,430.0,CH022010370101-00102-0100,1,23
4240,05.02.2016 16:21:57,AED,300175,50-16020169,RI,1.0,0.01,CA364020020112-00001-0050,1,23
4241,05.02.2016 16:21:57,AED,300175,50-16020169,RI,1.0,0.01,CA364020020105-00001-0050,1,23
4242,05.02.2016 16:21:57,AED,300175,50-16020169,RI,1.0,265.0,VE044010330101-00029-0100,1,23
4243,05.02.2016 16:21:57,AED,300175,50-16020169,RI,1.0,265.0,GI033010480101-00026-0075,1,23
4244,05.02.2016 16:21:57,AED,300175,50-16020169,RI,1.0,0.01,CA364020020109-00001-0050,1,23
4245,05.02.2016 17:55:10,AED,300175,50-16020178,RI,1.0,155.0,ES044010140101-00026-0050,1,27
4246,05.02.2016 17:55:10,AED,300175,50-16020178,RI,1.0,0.01,CA364020020119-00001-0050,1,27
4247,05.02.2016 19:27:42,AED,300175,50-16020191,RI,1.0,400.0,GA033010111501-00081-0075,1,25
4248,05.02.2016 19:27:42,AED,300175,50-16020191,RI,1.0,455.0,GA033010111401-00026-0075,1,25
4249,05.02.2016 19:27:42,AED,300175,50-16020191,RI,1.0,0.01,ZZ950503030201-00001-0000,1,25
4250,05.02.2016 19:44:05,AED,300175,50-16020195,RI,1.0,300.0,CH033010051001-00080-0200,1,26
4251,05.02.2016 19:44:05,AED,300175,50-16020195,RI,1.0,0.02,CA364020020119-00001-0050,2,26
4252,05.02.2016 20:18:14,AED,300175,50-16020202,RI,1.0,39.0,VS144010061601-01025-0250,1,26
4253,14.02.2016 10:51:26,AED,300175,50-16020584,RI,1.0,0.01,ZZ950507190101-00002-0000,1,23
4254,14.02.2016 11:31:37,AED,300183,50-16020111,RC,1.0,255.0,VE044010320201-00957-0090,1,26
4255,14.02.2016 15:31:31,AED,300175,50-16020594,RI,1.0,180.0,AB152010040101-00006-0100,2,23
4256,14.02.2016 16:03:28,AED,300175,50-16020600,RI,1.0,300.0,VE044010330101-01215-0100,1,23
4257,12.01.2016 11:46:58,USD,300175,50-16010577,RI,3.66,0.01,CA364020020104-00001-0050,1,26
4258,12.01.2016 11:46:58,USD,300175,50-16010577,RI,3.66,0.01,CA364020020110-00001-0050,1,26
4259,12.01.2016 13:50:17,AED,300183,50-16010110,RC,1.0,150.0,MB033010080203-00006-0075,1,25
4260,29.01.2016 21:53:16,AED,300175,50-16011388,RI,1.0,173.0,LA055010090101-00026-0090,1,26
4261,30.01.2016 10:41:42,AED,300175,50-16011395,RI,1.0,256.9,CH033010110702-00398-0100,1,27
4262,30.01.2016 10:41:42,AED,300175,50-16011395,RI,1.0,0.01,CA364020020103-00001-0050,1,27
4263,30.01.2016 11:49:03,USD,300175,50-16011397,RI,3.66,49.09,GU022010190101-00149-0050,1,23
4264,30.01.2016 11:49:03,USD,300175,50-16011397,RI,3.66,69.96,DG044010080101-00458-0100,1,23
4265,30.01.2016 11:49:03,USD,300175,50-16011397,RI,3.66,64.03,VE044010330101-00029-0100,1,23
4266,30.01.2016 11:49:03,USD,300175,50-16011397,RI,3.66,50.93,GU022010150301-00369-0090,1,23
4267,30.01.2016 11:49:03,USD,300175,50-16011397,RI,3.66,0.01,CA364020020111-00001-0050,2,23
4268,30.01.2016 11:49:03,USD,300175,50-16011397,RI,3.66,0.01,CA364020020117-00001-0050,2,23
4269,30.01.2016 11:53:58,AED,300183,50-16010288,RC,1.0,780.0,AM440010430101-00102-0100,1,19
4270,30.01.2016 11:53:58,AED,300183,50-16010288,RC,1.0,340.0,YS033010320101-00026-0090,1,19
4271,30.01.2016 11:53:58,AED,300183,50-16010288,RC,1.0,470.0,GU022010190101-00437-0075,2,19
4272,30.01.2016 11:53:58,AED,300183,50-16010288,RC,1.0,0.01,ZZ950503030301-00001-0000,1,19
4273,30.01.2016 11:53:58,AED,300183,50-16010288,RC,1.0,350.0,TT162010120101-01082-0100,1,19
4274,30.01.2016 13:24:31,AED,300175,50-16011416,RI,1.0,20.0,CA364020020113-00001-0050,2,27
4275,30.01.2016 13:27:09,AED,300175,50-16011417,RI,1.0,30.0,CA364020020107-00001-0050,3,23
4276,30.01.2016 14:04:32,AED,300183,50-16010292,RC,1.0,215.0,HB033010300101-00080-0100,1,25
4277,30.01.2016 14:04:32,AED,300183,50-16010292,RC,1.0,0.01,CA364020020117-00001-0050,1,25
4278,30.01.2016 16:15:45,USD,300175,50-16011419,RI,3.66,50.34,TR044010020201-00080-0100,1,23
4279,30.01.2016 16:15:45,USD,300175,50-16011419,RI,3.66,52.18,EZ052010070101-00080-0100,1,23
